SalaryHistory_ID,Employee_ID,Year,Annual_Salary,Hike_Pct,Bonus_INR
SAL01096,EMP0331,2025,1090698,0.0,146373
SAL01097,EMP0331,2026,1155485,5.9,140311
SAL01098,EMP0332,2023,687380,0.0,86284
SAL01099,EMP0332,2024,771393,12.2,32908
SAL01100,EMP0332,2025,887620,15.1,64555
SAL01101,EMP0332,2026,963441,8.5,117292
SAL01102,EMP0333,2023,1217253,0.0,169838
SAL01103,EMP0333,2024,1365751,12.2,190685
SAL01104,EMP0333,2025,1602425,17.3,214627
SAL01105,EMP0333,2026,1842544,15.0,62592
SAL01106,EMP0334,2023,1076505,0.0,127803
SAL01107,EMP0334,2024,1202448,11.7,157672
SAL01108,EMP0334,2025,1402357,16.6,65467
SAL01109,EMP0334,2026,1620051,15.5,2172
SAL01110,EMP0335,2023,2260919,0.0,6248
SAL01111,EMP0335,2024,2388619,5.6,172857
SAL01112,EMP0335,2025,2510198,5.1,343085
SAL01113,EMP0335,2026,2638900,5.1,266269
SAL01114,EMP0336,2023,1492439,0.0,8737
SAL01115,EMP0336,2024,1524541,2.2,144930
SAL01116,EMP0336,2025,1574848,3.3,219899
SAL01117,EMP0336,2026,1617754,2.7,194268
SAL01118,EMP0337,2023,1362606,0.0,168184
SAL01119,EMP0337,2024,1407955,3.3,135846
SAL01120,EMP0337,2025,1467933,4.3,188916
SAL01121,EMP0337,2026,1560857,6.3,215902
SAL01122,EMP0338,2023,867377,0.0,4985
SAL01123,EMP0338,2024,977421,12.7,48333
SAL01124,EMP0338,2025,1129260,15.5,27698
SAL01125,EMP0338,2026,1282216,13.5,61843
SAL01126,EMP0339,2023,638827,0.0,83410
SAL01127,EMP0339,2024,685706,7.3,9841
SAL01128,EMP0339,2025,722805,5.4,21071
SAL01129,EMP0339,2026,741477,2.6,38091
SAL01130,EMP0340,2024,1421586,0.0,37797
SAL01131,EMP0340,2025,1516188,6.7,132571
SAL01132,EMP0340,2026,1634098,7.8,30081
SAL01133,EMP0341,2024,564420,0.0,45444
SAL01134,EMP0341,2025,642934,13.9,74184
SAL01135,EMP0341,2026,687537,6.9,68640
SAL01136,EMP0342,2023,547033,0.0,73400
SAL01137,EMP0342,2024,578385,5.7,34532
SAL01138,EMP0342,2025,605813,4.7,76649
SAL01139,EMP0342,2026,632343,4.4,90471
SAL01140,EMP0343,2026,982742,0.0,84156
SAL01141,EMP0344,2023,389865,0.0,56490
SAL01142,EMP0344,2024,429063,10.1,37927
SAL01143,EMP0344,2025,497773,16.0,19481
SAL01144,EMP0344,2026,561411,12.8,63
SAL01145,EMP0345,2024,1043123,0.0,68083
SAL01146,EMP0345,2025,1105997,6.0,113439
SAL01147,EMP0345,2026,1196478,8.2,96847
SAL01148,EMP0346,2023,766652,0.0,114255
SAL01149,EMP0346,2024,854362,11.4,15726
SAL01150,EMP0346,2025,973366,13.9,109987
SAL01151,EMP0346,2026,1074833,10.4,102430
SAL01152,EMP0347,2023,534820,0.0,12655
SAL01153,EMP0347,2024,625457,16.9,27666
SAL01154,EMP0347,2025,725893,16.1,2975
SAL01155,EMP0347,2026,795633,9.6,37409
SAL01156,EMP0348,2023,429870,0.0,49401
SAL01157,EMP0348,2024,453164,5.4,51916
SAL01158,EMP0348,2025,470471,3.8,38102
SAL01159,EMP0348,2026,497484,5.7,13163
SAL01160,EMP0349,2024,835460,0.0,94910
SAL01161,EMP0349,2025,859396,2.9,92594
SAL01162,EMP0349,2026,894719,4.1,84662
SAL01163,EMP0350,2023,1553557,0.0,71097
SAL01164,EMP0350,2024,1677485,8.0,234185
SAL01165,EMP0350,2025,1796287,7.1,256480
SAL01166,EMP0350,2026,1927885,7.3,202138
SAL01167,EMP0351,2023,2328446,0.0,190336
SAL01168,EMP0351,2024,2454440,5.4,256905
SAL01169,EMP0351,2025,2634979,7.4,131751
SAL01170,EMP0351,2026,2832632,7.5,168084
SAL01171,EMP0352,2023,815240,0.0,90155
SAL01172,EMP0352,2024,935050,14.7,84649
SAL01173,EMP0352,2025,996215,6.5,132120
SAL01174,EMP0352,2026,1116489,12.1,52449
SAL01175,EMP0353,2023,542761,0.0,67905
SAL01176,EMP0353,2024,637944,17.5,28737
SAL01177,EMP0353,2025,695740,9.1,48364
SAL01178,EMP0353,2026,782679,12.5,35559
SAL01179,EMP0354,2023,577408,0.0,74003
SAL01180,EMP0354,2024,607332,5.2,71529
SAL01181,EMP0354,2025,644088,6.1,66839
SAL01182,EMP0354,2026,692736,7.6,16381
SAL01183,EMP0355,2024,674572,0.0,80204
SAL01184,EMP0355,2025,709632,5.2,50210
SAL01185,EMP0355,2026,799497,12.7,48875
SAL01186,EMP0356,2023,757703,0.0,78368
SAL01187,EMP0356,2024,832079,9.8,54366
SAL01188,EMP0356,2025,894900,7.5,37243
SAL01189,EMP0356,2026,983957,10.0,120188
SAL01190,EMP0357,2024,1355034,0.0,62912
SAL01191,EMP0357,2025,1451540,7.1,108610
SAL01192,EMP0357,2026,1606313,10.7,141262
SAL01193,EMP0358,2023,1000502,0.0,60475
SAL01194,EMP0358,2024,1111659,11.1,66667
SAL01195,EMP0358,2025,1283750,15.5,32182
SAL01196,EMP0358,2026,1387316,8.1,139571
SAL01197,EMP0359,2023,1028952,0.0,123286
SAL01198,EMP0359,2024,1088721,5.8,147068
SAL01199,EMP0359,2025,1175783,8.0,8576
SAL01200,EMP0359,2026,1251470,6.4,42204
SAL01201,EMP0360,2023,1019974,0.0,35180
SAL01202,EMP0360,2024,1179954,15.7,134721
SAL01203,EMP0360,2025,1359124,15.2,4652
SAL01204,EMP0360,2026,1586996,16.8,23050
SAL01205,EMP0361,2023,948890,0.0,7008
SAL01206,EMP0361,2024,1079963,13.8,110230
SAL01207,EMP0361,2025,1203756,11.5,34064
SAL01208,EMP0361,2026,1398663,16.2,147856
SAL01209,EMP0362,2026,1647820,0.0,77647
SAL01210,EMP0363,2023,4185775,0.0,405352
SAL01211,EMP0363,2024,4467719,6.7,599147
SAL01212,EMP0363,2025,5222060,16.9,300169
SAL01213,EMP0363,2026,5729493,9.7,280448
SAL01214,EMP0364,2023,2133931,0.0,145528
SAL01215,EMP0364,2024,2425646,13.7,50060
SAL01216,EMP0364,2025,2791925,15.1,336875
SAL01217,EMP0364,2026,3096602,10.9,147783
SAL01218,EMP0365,2025,3496507,0.0,32139
SAL01219,EMP0365,2026,3696777,5.7,227501
SAL01220,EMP0366,2025,496953,0.0,16213
SAL01221,EMP0366,2026,513999,3.4,69283
SAL01222,EMP0367,2023,419223,0.0,30714
SAL01223,EMP0367,2024,463453,10.6,6545
SAL01224,EMP0367,2025,526570,13.6,55646
SAL01225,EMP0367,2026,582415,10.6,55316
SAL01226,EMP0368,2023,681635,0.0,63185
SAL01227,EMP0368,2024,738491,8.3,84659
SAL01228,EMP0368,2025,867551,17.5,83197
SAL01229,EMP0368,2026,983078,13.3,35584
SAL01230,EMP0369,2023,611347,0.0,86752
SAL01231,EMP0369,2024,649671,6.3,8063
SAL01232,EMP0369,2025,742325,14.3,38702
SAL01233,EMP0369,2026,851929,14.8,201
SAL01234,EMP0370,2026,768354,0.0,72260
SAL01235,EMP0371,2026,2769029,0.0,120828
SAL01236,EMP0372,2025,610588,0.0,61377
SAL01237,EMP0372,2026,631845,3.5,73113
SAL01238,EMP0373,2023,2753275,0.0,325516
SAL01239,EMP0373,2024,2886921,4.9,394754
SAL01240,EMP0373,2025,3039279,5.3,181294
SAL01241,EMP0373,2026,3103319,2.1,337825
SAL01242,EMP0374,2024,1477584,0.0,195815
SAL01243,EMP0374,2025,1717902,16.3,244428
SAL01244,EMP0374,2026,1853306,7.9,148112
SAL01245,EMP0375,2024,1616561,0.0,155051
SAL01246,EMP0375,2025,1765584,9.2,118476
SAL01247,EMP0375,2026,1886563,6.9,67985
SAL01248,EMP0376,2024,941608,0.0,129116
SAL01249,EMP0376,2025,1004375,6.7,125014
SAL01250,EMP0376,2026,1072081,6.7,118230
SAL01251,EMP0377,2023,509155,0.0,13978
SAL01252,EMP0377,2024,524374,3.0,68310
SAL01253,EMP0377,2025,548891,4.7,68883
SAL01254,EMP0377,2026,574886,4.7,45124
SAL01255,EMP0378,2023,2741497,0.0,275949
SAL01256,EMP0378,2024,3208440,17.0,162011
SAL01257,EMP0378,2025,3410491,6.3,226479
SAL01258,EMP0378,2026,3663792,7.4,36538
SAL01259,EMP0379,2023,1356051,0.0,152682
SAL01260,EMP0379,2024,1517505,11.9,216820
SAL01261,EMP0379,2025,1668042,9.9,103870
SAL01262,EMP0379,2026,1800727,8.0,256474
SAL01263,EMP0380,2023,1560613,0.0,212686
SAL01264,EMP0380,2024,1699048,8.9,205460
SAL01265,EMP0380,2025,1895653,11.6,8291
SAL01266,EMP0380,2026,2124008,12.0,149611
SAL01267,EMP0381,2023,543466,0.0,77050
SAL01268,EMP0381,2024,614856,13.1,73458
SAL01269,EMP0381,2025,717554,16.7,32320
SAL01270,EMP0381,2026,796539,11.0,48300
SAL01271,EMP0382,2025,475174,0.0,40773
SAL01272,EMP0382,2026,539912,13.6,58598
SAL01273,EMP0383,2023,596700,0.0,32039
SAL01274,EMP0383,2024,656269,10.0,89452
SAL01275,EMP0383,2025,693858,5.7,77298
SAL01276,EMP0383,2026,796456,14.8,23286
SAL01277,EMP0384,2023,925630,0.0,14305
SAL01278,EMP0384,2024,1049551,13.4,39377
SAL01279,EMP0384,2025,1134958,8.1,83160
SAL01280,EMP0384,2026,1269348,11.8,81392
SAL01281,EMP0385,2025,916928,0.0,110018
SAL01282,EMP0385,2026,1011325,10.3,124308
SAL01283,EMP0386,2025,4991153,0.0,303889
SAL01284,EMP0386,2026,5624864,12.7,431498
SAL01285,EMP0387,2023,753558,0.0,87098
SAL01286,EMP0387,2024,835540,10.9,103954
SAL01287,EMP0387,2025,925664,10.8,17890
SAL01288,EMP0387,2026,1061734,14.7,136267
SAL01289,EMP0388,2024,537982,0.0,56953
SAL01290,EMP0388,2025,604711,12.4,28213
SAL01291,EMP0388,2026,713061,17.9,94054
SAL01292,EMP0389,2026,590286,0.0,54298
SAL01293,EMP0390,2023,1222175,0.0,167041
SAL01294,EMP0390,2024,1267927,3.7,85990
SAL01295,EMP0390,2025,1336968,5.4,153557
SAL01296,EMP0390,2026,1369999,2.5,35407
SAL01297,EMP0391,2023,294381,0.0,21975
SAL01298,EMP0391,2024,336361,14.3,49042
SAL01299,EMP0391,2025,356006,5.8,28719
SAL01300,EMP0391,2026,406400,14.2,11332
SAL01301,EMP0392,2025,939594,0.0,87081
SAL01302,EMP0392,2026,1014626,8.0,13542
SAL01303,EMP0393,2023,489917,0.0,25782
SAL01304,EMP0393,2024,511504,4.4,66215
SAL01305,EMP0393,2025,536693,4.9,76469
SAL01306,EMP0393,2026,556469,3.7,49685
SAL01307,EMP0394,2023,2164980,0.0,295029
SAL01308,EMP0394,2024,2488759,15.0,326255
SAL01309,EMP0394,2025,2727432,9.6,258717
SAL01310,EMP0394,2026,3177006,16.5,355973
SAL01311,EMP0395,2023,916214,0.0,35427
SAL01312,EMP0395,2024,982097,7.2,5328
SAL01313,EMP0395,2025,1038688,5.8,11532
SAL01314,EMP0395,2026,1064815,2.5,144216
SAL01315,EMP0396,2025,774495,0.0,16164
SAL01316,EMP0396,2026,885521,14.3,6092
SAL01317,EMP0397,2024,377065,0.0,16745
SAL01318,EMP0397,2025,400693,6.3,11659
SAL01319,EMP0397,2026,461827,15.3,66140
SAL01320,EMP0398,2023,581222,0.0,51788
SAL01321,EMP0398,2024,655328,12.8,23881
SAL01322,EMP0398,2025,744987,13.7,41908
SAL01323,EMP0398,2026,861361,15.6,11246
SAL01324,EMP0399,2026,2302381,0.0,168721
SAL01325,EMP0400,2023,521774,0.0,76374
SAL01326,EMP0400,2024,555167,6.4,5602
SAL01327,EMP0400,2025,625230,12.6,74063
SAL01328,EMP0400,2026,696192,11.3,91656
SAL01329,EMP0401,2023,2131350,0.0,4153
SAL01330,EMP0401,2024,2258864,6.0,820
SAL01331,EMP0401,2025,2394941,6.0,139024
SAL01332,EMP0401,2026,2456944,2.6,330910
SAL01333,EMP0402,2023,839177,0.0,112434
SAL01334,EMP0402,2024,864747,3.0,88262
SAL01335,EMP0402,2025,891557,3.1,76807
SAL01336,EMP0402,2026,936929,5.1,103305
SAL01337,EMP0403,2023,2388058,0.0,155929
SAL01338,EMP0403,2024,2547356,6.7,270676
SAL01339,EMP0403,2025,2907782,14.1,104005
SAL01340,EMP0403,2026,3213274,10.5,447469
SAL01341,EMP0404,2024,610992,0.0,15068
SAL01342,EMP0404,2025,720503,17.9,59852
SAL01343,EMP0404,2026,760731,5.6,16291
SAL01344,EMP0405,2025,1938506,0.0,174004
SAL01345,EMP0405,2026,1995338,2.9,33526
SAL01346,EMP0406,2025,925470,0.0,56922
SAL01347,EMP0406,2026,993405,7.3,67113
SAL01348,EMP0407,2023,555946,0.0,63446
SAL01349,EMP0407,2024,589598,6.1,65235
SAL01350,EMP0407,2025,634804,7.7,58232
SAL01351,EMP0407,2026,683418,7.7,27875
SAL01352,EMP0408,2023,982800,0.0,101712
SAL01353,EMP0408,2024,1136806,15.7,87767
SAL01354,EMP0408,2025,1300374,14.4,139469
SAL01355,EMP0408,2026,1407772,8.3,126381
SAL01356,EMP0409,2024,1440087,0.0,18244
SAL01357,EMP0409,2025,1550810,7.7,2378
SAL01358,EMP0409,2026,1693403,9.2,78526
SAL01359,EMP0410,2023,653949,0.0,33654
SAL01360,EMP0410,2024,737592,12.8,132
SAL01361,EMP0410,2025,831073,12.7,61644
SAL01362,EMP0410,2026,949212,14.2,125143
SAL01363,EMP0411,2023,1531116,0.0,227397
SAL01364,EMP0411,2024,1732623,13.2,133694
SAL01365,EMP0411,2025,2020944,16.6,15647
SAL01366,EMP0411,2026,2141699,6.0,216497
SAL01367,EMP0412,2023,831031,0.0,4617
SAL01368,EMP0412,2024,934856,12.5,126188
SAL01369,EMP0412,2025,1061853,13.6,69258
SAL01370,EMP0412,2026,1126726,6.1,103370
SAL01371,EMP0413,2024,503893,0.0,35776
SAL01372,EMP0413,2025,537037,6.6,62202
SAL01373,EMP0413,2026,570591,6.2,19865
SAL01374,EMP0414,2023,871605,0.0,60222
SAL01375,EMP0414,2024,1000164,14.7,31380
SAL01376,EMP0414,2025,1166921,16.7,44637
SAL01377,EMP0414,2026,1345664,15.3,75977
SAL01378,EMP0415,2025,2289813,0.0,193070
SAL01379,EMP0415,2026,2632932,15.0,204497
SAL01380,EMP0416,2023,516076,0.0,6608
SAL01381,EMP0416,2024,558315,8.2,28576
SAL01382,EMP0416,2025,633875,13.5,20137
SAL01383,EMP0416,2026,700442,10.5,45647
SAL01384,EMP0417,2023,854520,0.0,47501
SAL01385,EMP0417,2024,879014,2.9,85439
SAL01386,EMP0417,2025,944966,7.5,139465
SAL01387,EMP0417,2026,985799,4.3,116782
SAL01388,EMP0418,2023,274758,0.0,20983
SAL01389,EMP0418,2024,305984,11.4,689
SAL01390,EMP0418,2025,356664,16.6,31100
SAL01391,EMP0418,2026,408235,14.5,36715
SAL01392,EMP0419,2024,1248313,0.0,173326
SAL01393,EMP0419,2025,1431809,14.7,130867
SAL01394,EMP0419,2026,1644726,14.9,46100
SAL01395,EMP0420,2025,896449,0.0,58719
SAL01396,EMP0420,2026,1002174,11.8,77996
SAL01397,EMP0421,2024,870804,0.0,35131
SAL01398,EMP0421,2025,1009565,15.9,108841
SAL01399,EMP0421,2026,1166572,15.6,18868
SAL01400,EMP0422,2024,794665,0.0,34119
SAL01401,EMP0422,2025,873539,9.9,79874
SAL01402,EMP0422,2026,938044,7.4,53637
SAL01403,EMP0423,2025,430406,0.0,43920
SAL01404,EMP0423,2026,488646,13.5,31003
SAL01405,EMP0424,2023,657743,0.0,57854
SAL01406,EMP0424,2024,705684,7.3,43744
SAL01407,EMP0424,2025,793545,12.5,51703
SAL01408,EMP0424,2026,844293,6.4,91492
SAL01409,EMP0425,2024,355265,0.0,49941
SAL01410,EMP0425,2025,383326,7.9,2506
SAL01411,EMP0425,2026,417348,8.9,38211
SAL01412,EMP0426,2025,1805072,0.0,176629
SAL01413,EMP0426,2026,1970033,9.1,206175
SAL01414,EMP0427,2024,2327686,0.0,8655
SAL01415,EMP0427,2025,2565382,10.2,32329
SAL01416,EMP0427,2026,2990023,16.6,341807
SAL01417,EMP0428,2023,1268899,0.0,30964
SAL01418,EMP0428,2024,1449629,14.2,207760
SAL01419,EMP0428,2025,1595620,10.1,14107
SAL01420,EMP0428,2026,1757101,10.1,188063
SAL01421,EMP0429,2023,1317606,0.0,133802
SAL01422,EMP0429,2024,1393162,5.7,121194
SAL01423,EMP0429,2025,1533243,10.1,228098
SAL01424,EMP0429,2026,1745209,13.8,194239
SAL01425,EMP0430,2023,1668407,0.0,28336
SAL01426,EMP0430,2024,1792820,7.5,47398
SAL01427,EMP0430,2025,1834644,2.3,107207
SAL01428,EMP0430,2026,1960480,6.9,190812
SAL01429,EMP0431,2025,2411926,0.0,102451
SAL01430,EMP0431,2026,2772435,14.9,360619
SAL01431,EMP0432,2026,1539113,0.0,191226
SAL01432,EMP0433,2023,514417,0.0,63272
SAL01433,EMP0433,2024,553441,7.6,82392
SAL01434,EMP0433,2025,572690,3.5,21389
SAL01435,EMP0433,2026,605853,5.8,78079
SAL01436,EMP0434,2023,459737,0.0,60399
SAL01437,EMP0434,2024,506186,10.1,61448
SAL01438,EMP0434,2025,580802,14.7,8020
SAL01439,EMP0434,2026,633770,9.1,43861
SAL01440,EMP0435,2024,1388404,0.0,153294
SAL01441,EMP0435,2025,1551108,11.7,187230
SAL01442,EMP0435,2026,1701365,9.7,201929
SAL01443,EMP0436,2023,3268737,0.0,308184
SAL01444,EMP0436,2024,3509575,7.4,402842
SAL01445,EMP0436,2025,3725738,6.2,100767
SAL01446,EMP0436,2026,3929913,5.5,341477
SAL01447,EMP0437,2025,1140828,0.0,143941
SAL01448,EMP0437,2026,1241241,8.8,47993
SAL01449,EMP0438,2023,285031,0.0,8342
SAL01450,EMP0438,2024,299633,5.1,37609
SAL01451,EMP0438,2025,351260,17.2,16206
SAL01452,EMP0438,2026,413298,17.7,14214
SAL01453,EMP0439,2023,426832,0.0,8433
SAL01454,EMP0439,2024,459945,7.8,51261
SAL01455,EMP0439,2025,532294,15.7,66756
SAL01456,EMP0439,2026,612602,15.1,74963
SAL01457,EMP0440,2025,1167555,0.0,110282
SAL01458,EMP0440,2026,1248026,6.9,5167
SAL01459,EMP0441,2025,498214,0.0,71437
SAL01460,EMP0441,2026,515643,3.5,70221
SAL01461,EMP0442,2023,1111451,0.0,137966
SAL01462,EMP0442,2024,1199755,7.9,69707
SAL01463,EMP0442,2025,1273649,6.2,45293
SAL01464,EMP0442,2026,1326610,4.2,183601
SAL01465,EMP0443,2023,1093238,0.0,114224
SAL01466,EMP0443,2024,1120677,2.5,95574
SAL01467,EMP0443,2025,1166840,4.1,88079
SAL01468,EMP0443,2026,1216389,4.2,146269
SAL01469,EMP0444,2026,542055,0.0,78647
SAL01470,EMP0445,2023,1943228,0.0,257030
SAL01471,EMP0445,2024,2019771,3.9,13543
SAL01472,EMP0445,2025,2167163,7.3,229207
SAL01473,EMP0445,2026,2239128,3.3,102214
SAL01474,EMP0446,2023,472382,0.0,23243
SAL01475,EMP0446,2024,543150,15.0,79738
SAL01476,EMP0446,2025,617397,13.7,29202
SAL01477,EMP0446,2026,648728,5.1,30872
SAL01478,EMP0447,2024,1151323,0.0,130509
SAL01479,EMP0447,2025,1210765,5.2,27228
SAL01480,EMP0447,2026,1245421,2.9,98189
SAL01481,EMP0448,2026,1171006,0.0,50826
SAL01482,EMP0449,2023,1160554,0.0,81212
SAL01483,EMP0449,2024,1212352,4.5,130767
SAL01484,EMP0449,2025,1258445,3.8,69751
SAL01485,EMP0449,2026,1351981,7.4,108097
SAL01486,EMP0450,2025,397119,0.0,23588
SAL01487,EMP0450,2026,431274,8.6,21034
SAL01488,EMP0451,2025,2591323,0.0,272588
SAL01489,EMP0451,2026,2749567,6.1,128654
SAL01490,EMP0452,2023,1111018,0.0,144343
SAL01491,EMP0452,2024,1305932,17.5,92647
SAL01492,EMP0452,2025,1372894,5.1,190309
SAL01493,EMP0452,2026,1459870,6.3,179383
SAL01494,EMP0453,2023,1186698,0.0,125877
SAL01495,EMP0453,2024,1390219,17.2,82861
SAL01496,EMP0453,2025,1558468,12.1,105675
SAL01497,EMP0453,2026,1646376,5.6,193995
SAL01498,EMP0454,2023,956816,0.0,6700
SAL01499,EMP0454,2024,1048269,9.6,88714
SAL01500,EMP0454,2025,1228174,17.2,142327
SAL01501,EMP0454,2026,1339158,9.0,29127
SAL01502,EMP0455,2024,1361555,0.0,2762
SAL01503,EMP0455,2025,1486284,9.2,28540
SAL01504,EMP0455,2026,1686288,13.5,395
SAL01505,EMP0456,2024,2017902,0.0,220445
SAL01506,EMP0456,2025,2287146,13.3,255056
SAL01507,EMP0456,2026,2568606,12.3,311710
SAL01508,EMP0457,2026,3263343,0.0,257856
SAL01509,EMP0458,2025,3877316,0.0,272624
SAL01510,EMP0458,2026,4476295,15.4,265959
SAL01511,EMP0459,2024,814507,0.0,27806
SAL01512,EMP0459,2025,863637,6.0,58528
SAL01513,EMP0459,2026,962904,11.5,139300
SAL01514,EMP0460,2023,1863871,0.0,197618
SAL01515,EMP0460,2024,2188411,17.4,101639
SAL01516,EMP0460,2025,2505476,14.5,201377
SAL01517,EMP0460,2026,2895006,15.5,411988
SAL01518,EMP0461,2023,1038222,0.0,57477
SAL01519,EMP0461,2024,1134740,9.3,61333
SAL01520,EMP0461,2025,1248811,10.1,78734
SAL01521,EMP0461,2026,1414178,13.2,116447
SAL01522,EMP0462,2023,1090765,0.0,38770
SAL01523,EMP0462,2024,1150353,5.5,40951
SAL01524,EMP0462,2025,1189157,3.4,112827
SAL01525,EMP0462,2026,1266007,6.5,44634
SAL01526,EMP0463,2023,366922,0.0,33
SAL01527,EMP0463,2024,388811,6.0,11882
SAL01528,EMP0463,2025,439394,13.0,28649
SAL01529,EMP0463,2026,490039,11.5,63559
SAL01530,EMP0464,2024,1375961,0.0,82109
SAL01531,EMP0464,2025,1423696,3.5,13180
SAL01532,EMP0464,2026,1499102,5.3,84707
SAL01533,EMP0465,2026,1532339,0.0,43146
SAL01534,EMP0466,2023,2883092,0.0,332081
SAL01535,EMP0466,2024,3146992,9.2,2047
SAL01536,EMP0466,2025,3422898,8.8,132381
SAL01537,EMP0466,2026,3645350,6.5,496226
SAL01538,EMP0467,2024,1108860,0.0,147763
SAL01539,EMP0467,2025,1188540,7.2,111953
SAL01540,EMP0467,2026,1242027,4.5,42951
SAL01541,EMP0468,2023,978964,0.0,127614
SAL01542,EMP0468,2024,1148747,17.3,118199
SAL01543,EMP0468,2025,1246458,8.5,61929
SAL01544,EMP0468,2026,1405222,12.7,107397
SAL01545,EMP0469,2026,3257207,0.0,197996
SAL01546,EMP0470,2023,457727,0.0,41560
SAL01547,EMP0470,2024,524735,14.6,76100
SAL01548,EMP0470,2025,587306,11.9,15053
SAL01549,EMP0470,2026,617899,5.2,79494
SAL01550,EMP0471,2024,776048,0.0,30388
SAL01551,EMP0471,2025,837060,7.9,50969
SAL01552,EMP0471,2026,875854,4.6,114252
SAL01553,EMP0472,2023,392449,0.0,34547
SAL01554,EMP0472,2024,445006,13.4,45884
SAL01555,EMP0472,2025,502777,13.0,68678
SAL01556,EMP0472,2026,551762,9.7,59034
SAL01557,EMP0473,2026,647747,0.0,39248
SAL01558,EMP0474,2024,1425365,0.0,178250
SAL01559,EMP0474,2025,1606996,12.7,90794
SAL01560,EMP0474,2026,1793047,11.6,189900
SAL01561,EMP0475,2026,471039,0.0,59334
SAL01562,EMP0476,2023,2972986,0.0,280609
SAL01563,EMP0476,2024,3365798,13.2,132731
SAL01564,EMP0476,2025,3583633,6.5,275192
SAL01565,EMP0476,2026,3817074,6.5,276767
SAL01566,EMP0477,2023,449096,0.0,8456
SAL01567,EMP0477,2024,526005,17.1,57034
SAL01568,EMP0477,2025,601729,14.4,31871
SAL01569,EMP0477,2026,706762,17.5,73988
SAL01570,EMP0478,2025,2238171,0.0,177706
SAL01571,EMP0478,2026,2443226,9.2,251077
SAL01572,EMP0479,2023,892138,0.0,114973
SAL01573,EMP0479,2024,968948,8.6,41369
SAL01574,EMP0479,2025,1077446,11.2,20803
SAL01575,EMP0479,2026,1166472,8.3,37120
SAL01576,EMP0480,2023,669899,0.0,81375
SAL01577,EMP0480,2024,686219,2.4,10667
SAL01578,EMP0480,2025,715144,4.2,71864
SAL01579,EMP0480,2026,741211,3.6,99084
SAL01580,EMP0481,2023,308069,0.0,32294
SAL01581,EMP0481,2024,336773,9.3,38838
SAL01582,EMP0481,2025,376340,11.7,43831
SAL01583,EMP0481,2026,422691,12.3,35249
SAL01584,EMP0482,2023,406378,0.0,53344
SAL01585,EMP0482,2024,465287,14.5,5307
SAL01586,EMP0482,2025,501916,7.9,3731
SAL01587,EMP0482,2026,582366,16.0,7829
SAL01588,EMP0483,2023,545878,0.0,14851
SAL01589,EMP0483,2024,593514,8.7,57429
SAL01590,EMP0483,2025,624138,5.2,30161
SAL01591,EMP0483,2026,681608,9.2,49779
SAL01592,EMP0484,2023,1767727,0.0,158815
SAL01593,EMP0484,2024,1826852,3.3,96943
SAL01594,EMP0484,2025,1943335,6.4,152279
SAL01595,EMP0484,2026,2024682,4.2,214302
SAL01596,EMP0485,2023,1219717,0.0,27039
SAL01597,EMP0485,2024,1418610,16.3,35318
SAL01598,EMP0485,2025,1610834,13.6,49399
SAL01599,EMP0485,2026,1717695,6.6,159925
SAL01600,EMP0486,2023,669197,0.0,26499
SAL01601,EMP0486,2024,696081,4.0,48740
SAL01602,EMP0486,2025,742361,6.6,103734
SAL01603,EMP0486,2026,798977,7.6,25526
SAL01604,EMP0487,2023,726396,0.0,41126
SAL01605,EMP0487,2024,851943,17.3,122251
SAL01606,EMP0487,2025,935344,9.8,5278
SAL01607,EMP0487,2026,1088723,16.4,149506
SAL01608,EMP0488,2025,918082,0.0,41007
SAL01609,EMP0488,2026,1011243,10.1,132060
SAL01610,EMP0489,2024,424913,0.0,38955
SAL01611,EMP0489,2025,485043,14.2,52866
SAL01612,EMP0489,2026,521017,7.4,12
SAL01613,EMP0490,2023,761232,0.0,42626
SAL01614,EMP0490,2024,874890,14.9,123388
SAL01615,EMP0490,2025,982342,12.3,132185
SAL01616,EMP0490,2026,1098548,11.8,144711
SAL01617,EMP0491,2023,808219,0.0,6213
SAL01618,EMP0491,2024,844989,4.5,77068
SAL01619,EMP0491,2025,871539,3.1,122154
SAL01620,EMP0491,2026,925656,6.2,122909
SAL01621,EMP0492,2023,662275,0.0,94992
SAL01622,EMP0492,2024,765381,15.6,32408
SAL01623,EMP0492,2025,861464,12.6,113723
SAL01624,EMP0492,2026,955566,10.9,114647
SAL01625,EMP0493,2023,880489,0.0,85433
SAL01626,EMP0493,2024,924685,5.0,87812
SAL01627,EMP0493,2025,979649,5.9,2919
SAL01628,EMP0493,2026,1023454,4.5,14483
SAL01629,EMP0494,2023,544746,0.0,52393
SAL01630,EMP0494,2024,560233,2.8,20588
SAL01631,EMP0494,2025,593682,6.0,79927
SAL01632,EMP0494,2026,615969,3.8,3565
SAL01633,EMP0495,2023,316091,0.0,15159
SAL01634,EMP0495,2024,350035,10.7,46574
SAL01635,EMP0495,2025,368320,5.2,11925
SAL01636,EMP0495,2026,419596,13.9,45202
SAL01637,EMP0496,2024,1008544,0.0,38722
SAL01638,EMP0496,2025,1112040,10.3,117608
SAL01639,EMP0496,2026,1304917,17.3,135474
SAL01640,EMP0497,2023,906236,0.0,87180
SAL01641,EMP0497,2024,979540,8.1,79767
SAL01642,EMP0497,2025,1065401,8.8,20554
