Review_ID,Employee_ID,Quarter,Perf_Score,Goals_Met_Pct,Manager_Rating,Training_Hrs,Projects_Done
REV03109,EMP0438,2024-Q1,3.5,78,4.0,34,0
REV03110,EMP0438,2024-Q2,1.9,59,3.1,19,6
REV03111,EMP0438,2024-Q3,2.4,99,4.1,22,3
REV03112,EMP0438,2024-Q4,3.0,82,3.2,26,3
REV03113,EMP0439,2023-Q1,3.0,86,4.5,1,6
REV03114,EMP0439,2023-Q2,2.4,64,4.5,27,5
REV03115,EMP0439,2023-Q3,3.5,77,4.9,1,0
REV03116,EMP0439,2023-Q4,3.4,77,3.0,8,4
REV03117,EMP0439,2024-Q1,3.1,70,3.7,31,4
REV03118,EMP0439,2024-Q2,2.7,92,3.0,7,2
REV03119,EMP0439,2024-Q3,3.9,87,4.9,23,3
REV03120,EMP0439,2024-Q4,4.4,95,4.8,38,5
REV03121,EMP0440,2024-Q1,2.9,92,2.9,28,1
REV03122,EMP0440,2024-Q2,2.8,56,3.8,35,6
REV03123,EMP0440,2024-Q3,2.9,95,2.6,36,6
REV03124,EMP0440,2024-Q4,2.6,85,3.4,19,5
REV03125,EMP0441,2024-Q1,3.1,60,5.0,14,1
REV03126,EMP0441,2024-Q2,3.7,61,3.3,24,6
REV03127,EMP0441,2024-Q3,1.1,73,2.7,22,5
REV03128,EMP0441,2024-Q4,3.5,84,3.1,27,6
REV03129,EMP0442,2023-Q1,3.3,74,2.6,29,1
REV03130,EMP0442,2023-Q2,2.9,69,3.2,24,6
REV03131,EMP0442,2023-Q3,3.1,80,4.3,24,1
REV03132,EMP0442,2023-Q4,3.2,96,2.8,40,4
REV03133,EMP0442,2024-Q1,2.0,72,3.9,5,5
REV03134,EMP0442,2024-Q2,4.2,81,3.2,39,0
REV03135,EMP0442,2024-Q3,2.7,78,2.5,0,1
REV03136,EMP0442,2024-Q4,2.8,54,3.8,6,3
REV03137,EMP0443,2023-Q1,3.9,86,3.9,18,0
REV03138,EMP0443,2023-Q2,2.5,64,4.5,19,6
REV03139,EMP0443,2023-Q3,3.5,67,4.2,24,5
REV03140,EMP0443,2023-Q4,3.0,53,4.3,16,6
REV03141,EMP0443,2024-Q1,3.8,85,3.0,31,6
REV03142,EMP0443,2024-Q2,1.7,78,3.2,8,4
REV03143,EMP0443,2024-Q3,2.4,58,3.8,18,5
REV03144,EMP0443,2024-Q4,2.2,65,4.9,1,6
REV03145,EMP0444,2024-Q2,3.5,59,3.6,40,2
REV03146,EMP0444,2024-Q3,2.7,97,2.6,37,3
REV03147,EMP0444,2024-Q4,2.1,61,2.8,12,3
REV03148,EMP0445,2023-Q1,2.7,74,3.6,7,4
REV03149,EMP0445,2023-Q2,3.1,97,3.4,26,3
REV03150,EMP0445,2023-Q3,2.6,77,4.9,0,1
REV03151,EMP0445,2023-Q4,3.8,70,4.4,15,2
REV03152,EMP0445,2024-Q1,2.9,61,4.5,2,1
REV03153,EMP0445,2024-Q2,1.2,100,4.6,8,1
REV03154,EMP0445,2024-Q3,2.3,64,3.2,37,4
REV03155,EMP0445,2024-Q4,2.2,63,4.3,27,4
REV03156,EMP0446,2023-Q1,2.1,64,4.7,31,2
REV03157,EMP0446,2023-Q2,2.3,89,4.4,6,3
REV03158,EMP0446,2023-Q3,3.3,78,4.0,20,1
REV03159,EMP0446,2023-Q4,4.1,90,3.3,25,0
REV03160,EMP0446,2024-Q1,3.4,67,3.2,39,1
REV03161,EMP0446,2024-Q2,2.8,63,3.1,22,0
REV03162,EMP0446,2024-Q3,3.5,79,3.3,25,2
REV03163,EMP0446,2024-Q4,2.9,77,4.7,8,6
REV03164,EMP0447,2023-Q1,2.7,74,4.5,7,4
REV03165,EMP0447,2023-Q2,2.4,74,3.1,8,3
REV03166,EMP0447,2023-Q3,2.0,63,2.7,37,6
REV03167,EMP0447,2023-Q4,2.9,98,3.4,24,4
REV03168,EMP0447,2024-Q1,3.3,90,3.3,37,6
REV03169,EMP0447,2024-Q2,3.1,60,4.1,31,5
REV03170,EMP0447,2024-Q3,2.4,66,4.5,19,4
REV03171,EMP0447,2024-Q4,2.2,63,4.8,35,2
REV03172,EMP0448,2024-Q4,3.3,61,4.4,21,2
REV03173,EMP0449,2023-Q1,2.3,54,4.3,13,6
REV03174,EMP0449,2023-Q2,3.7,100,4.9,18,5
REV03175,EMP0449,2023-Q3,2.5,66,4.7,25,3
REV03176,EMP0449,2023-Q4,2.7,59,3.0,34,1
REV03177,EMP0449,2024-Q1,2.2,86,2.5,30,6
REV03178,EMP0449,2024-Q2,2.8,65,4.9,4,2
REV03179,EMP0449,2024-Q3,3.1,67,3.4,5,2
REV03180,EMP0449,2024-Q4,2.9,68,4.0,12,1
REV03181,EMP0450,2023-Q3,3.9,72,2.7,16,5
REV03182,EMP0450,2023-Q4,3.6,100,4.0,33,4
REV03183,EMP0450,2024-Q1,2.4,79,4.0,20,1
REV03184,EMP0450,2024-Q2,3.0,54,2.8,0,2
REV03185,EMP0450,2024-Q3,2.7,50,4.0,18,1
REV03186,EMP0450,2024-Q4,4.1,78,3.7,27,3
REV03187,EMP0451,2024-Q1,2.4,56,3.8,3,5
REV03188,EMP0451,2024-Q2,3.8,83,4.5,32,0
REV03189,EMP0451,2024-Q3,3.5,96,4.2,30,1
REV03190,EMP0451,2024-Q4,4.1,63,4.0,20,0
REV03191,EMP0452,2023-Q1,2.9,54,3.1,27,3
REV03192,EMP0452,2023-Q2,3.7,84,3.5,40,0
REV03193,EMP0452,2023-Q3,4.8,50,3.7,35,0
REV03194,EMP0452,2023-Q4,2.8,85,3.6,2,4
REV03195,EMP0452,2024-Q1,2.1,92,3.5,33,2
REV03196,EMP0452,2024-Q2,1.9,77,3.3,21,6
REV03197,EMP0452,2024-Q3,3.7,79,4.6,26,5
REV03198,EMP0452,2024-Q4,1.9,85,4.1,0,1
REV03199,EMP0453,2023-Q1,2.9,77,4.6,12,1
REV03200,EMP0453,2023-Q2,3.5,96,2.7,16,1
REV03201,EMP0453,2023-Q3,3.3,95,4.4,0,3
REV03202,EMP0453,2023-Q4,3.5,52,2.6,12,0
REV03203,EMP0453,2024-Q1,3.4,61,4.9,27,6
REV03204,EMP0453,2024-Q2,4.1,71,4.9,21,5
REV03205,EMP0453,2024-Q3,2.5,51,4.2,8,1
REV03206,EMP0453,2024-Q4,2.7,68,4.4,6,2
REV03207,EMP0454,2023-Q1,2.7,100,2.9,25,3
REV03208,EMP0454,2023-Q2,3.8,80,2.6,20,0
REV03209,EMP0454,2023-Q3,3.8,66,3.3,37,4
REV03210,EMP0454,2023-Q4,3.5,59,2.5,25,3
REV03211,EMP0454,2024-Q1,4.0,65,3.0,33,1
REV03212,EMP0454,2024-Q2,2.4,58,2.8,8,2
REV03213,EMP0454,2024-Q3,4.4,52,2.6,20,1
REV03214,EMP0454,2024-Q4,4.3,87,2.8,11,0
REV03215,EMP0455,2023-Q1,3.7,73,3.4,1,0
REV03216,EMP0455,2023-Q2,4.4,92,4.3,2,6
REV03217,EMP0455,2023-Q3,2.0,54,2.8,13,2
REV03218,EMP0455,2023-Q4,2.8,84,3.3,14,4
REV03219,EMP0455,2024-Q1,2.7,56,3.0,11,2
REV03220,EMP0455,2024-Q2,3.7,61,3.8,7,6
REV03221,EMP0455,2024-Q3,2.5,63,2.9,38,2
REV03222,EMP0455,2024-Q4,3.7,71,4.6,26,5
REV03223,EMP0456,2023-Q1,4.2,68,3.3,13,2
REV03224,EMP0456,2023-Q2,3.7,61,3.8,19,6
REV03225,EMP0456,2023-Q3,3.4,69,4.0,27,6
REV03226,EMP0456,2023-Q4,2.5,50,2.9,37,4
REV03227,EMP0456,2024-Q1,2.6,77,3.6,17,1
REV03228,EMP0456,2024-Q2,4.1,97,2.6,37,2
REV03229,EMP0456,2024-Q3,3.7,65,3.6,29,5
REV03230,EMP0456,2024-Q4,3.2,92,3.7,15,2
REV03231,EMP0457,2024-Q4,2.3,85,4.1,23,1
REV03232,EMP0458,2023-Q2,1.8,89,3.7,14,2
REV03233,EMP0458,2023-Q3,2.5,75,4.6,5,2
REV03234,EMP0458,2023-Q4,4.5,94,2.9,24,3
REV03235,EMP0458,2024-Q1,2.3,73,4.5,36,6
REV03236,EMP0458,2024-Q2,3.3,54,3.2,24,1
REV03237,EMP0458,2024-Q3,3.9,73,4.5,40,4
REV03238,EMP0458,2024-Q4,2.3,53,4.0,26,3
REV03239,EMP0459,2023-Q1,3.3,69,2.8,30,6
REV03240,EMP0459,2023-Q2,3.9,73,3.0,25,6
REV03241,EMP0459,2023-Q3,3.2,87,4.2,10,2
REV03242,EMP0459,2023-Q4,5.0,78,4.4,17,6
REV03243,EMP0459,2024-Q1,2.0,75,3.6,20,5
REV03244,EMP0459,2024-Q2,3.9,64,3.3,35,4
REV03245,EMP0459,2024-Q3,3.1,94,4.2,26,1
REV03246,EMP0459,2024-Q4,3.7,98,4.1,36,4
REV03247,EMP0460,2023-Q1,3.5,71,4.4,9,2
REV03248,EMP0460,2023-Q2,2.7,62,4.7,24,3
REV03249,EMP0460,2023-Q3,3.4,87,2.9,6,2
REV03250,EMP0460,2023-Q4,1.9,80,2.7,29,6
REV03251,EMP0460,2024-Q1,3.6,91,4.2,26,1
REV03252,EMP0460,2024-Q2,3.4,97,4.1,14,2
REV03253,EMP0460,2024-Q3,3.6,67,3.0,18,3
REV03254,EMP0460,2024-Q4,3.9,85,3.3,27,1
REV03255,EMP0461,2023-Q1,3.5,92,3.9,26,6
REV03256,EMP0461,2023-Q2,3.3,56,3.5,34,1
REV03257,EMP0461,2023-Q3,2.6,68,3.9,37,5
REV03258,EMP0461,2023-Q4,2.7,65,4.0,34,6
REV03259,EMP0461,2024-Q1,4.0,92,2.7,6,2
REV03260,EMP0461,2024-Q2,4.2,64,4.2,32,0
REV03261,EMP0461,2024-Q3,3.0,56,3.5,32,5
REV03262,EMP0461,2024-Q4,3.2,62,4.2,5,0
REV03263,EMP0462,2023-Q1,2.6,65,2.6,13,3
REV03264,EMP0462,2023-Q2,4.0,58,3.4,30,5
REV03265,EMP0462,2023-Q3,3.7,60,4.4,0,0
REV03266,EMP0462,2023-Q4,4.6,67,3.8,27,6
REV03267,EMP0462,2024-Q1,2.6,80,4.9,1,4
REV03268,EMP0462,2024-Q2,2.9,58,3.5,17,4
REV03269,EMP0462,2024-Q3,3.0,58,4.9,18,3
REV03270,EMP0462,2024-Q4,3.0,87,4.4,28,3
REV03271,EMP0463,2023-Q1,3.0,61,3.3,17,6
REV03272,EMP0463,2023-Q2,2.6,59,4.4,40,1
REV03273,EMP0463,2023-Q3,3.8,74,4.6,18,2
REV03274,EMP0463,2023-Q4,3.7,98,3.5,12,4
REV03275,EMP0463,2024-Q1,2.6,56,3.7,37,6
REV03276,EMP0463,2024-Q2,4.1,87,4.1,19,0
REV03277,EMP0463,2024-Q3,4.0,63,3.5,36,2
REV03278,EMP0463,2024-Q4,3.3,82,4.6,5,5
REV03279,EMP0464,2023-Q1,3.3,57,3.0,26,5
REV03280,EMP0464,2023-Q2,3.6,74,4.3,36,3
REV03281,EMP0464,2023-Q3,2.6,55,4.1,28,5
REV03282,EMP0464,2023-Q4,3.2,51,3.5,35,1
REV03283,EMP0464,2024-Q1,1.7,63,3.3,38,0
REV03284,EMP0464,2024-Q2,3.8,52,2.8,24,0
REV03285,EMP0464,2024-Q3,1.7,100,4.4,1,0
REV03286,EMP0464,2024-Q4,3.8,95,3.1,38,2
REV03287,EMP0465,2024-Q3,3.0,96,4.0,5,1
REV03288,EMP0465,2024-Q4,3.1,64,3.1,17,1
REV03289,EMP0466,2023-Q1,2.8,80,4.8,26,6
REV03290,EMP0466,2023-Q2,3.0,80,4.1,13,5
REV03291,EMP0466,2023-Q3,4.2,67,3.8,6,2
REV03292,EMP0466,2023-Q4,1.5,52,4.6,34,6
REV03293,EMP0466,2024-Q1,4.1,94,3.2,3,0
REV03294,EMP0466,2024-Q2,3.4,77,3.7,13,0
REV03295,EMP0466,2024-Q3,2.4,54,5.0,34,0
REV03296,EMP0466,2024-Q4,2.4,56,3.5,18,4
REV03297,EMP0467,2023-Q1,4.4,91,4.3,5,6
REV03298,EMP0467,2023-Q2,2.5,51,2.6,19,5
REV03299,EMP0467,2023-Q3,2.4,60,4.7,2,1
REV03300,EMP0467,2023-Q4,4.0,83,3.9,26,6
REV03301,EMP0467,2024-Q1,3.4,76,4.8,25,4
REV03302,EMP0467,2024-Q2,2.5,52,4.4,4,4
REV03303,EMP0467,2024-Q3,2.8,65,3.2,7,6
REV03304,EMP0467,2024-Q4,1.8,66,3.8,21,2
REV03305,EMP0468,2023-Q1,4.0,85,3.2,9,0
REV03306,EMP0468,2023-Q2,3.9,63,3.3,4,3
REV03307,EMP0468,2023-Q3,3.6,53,4.2,36,5
REV03308,EMP0468,2023-Q4,3.5,56,3.7,37,0
REV03309,EMP0468,2024-Q1,4.4,63,4.8,24,0
REV03310,EMP0468,2024-Q2,3.2,55,3.3,30,0
REV03311,EMP0468,2024-Q3,2.4,94,4.7,31,0
REV03312,EMP0468,2024-Q4,3.5,63,4.7,6,4
REV03313,EMP0469,2024-Q3,4.7,93,3.3,1,1
REV03314,EMP0469,2024-Q4,2.5,69,4.8,0,1
REV03315,EMP0470,2023-Q1,2.9,83,3.9,5,2
REV03316,EMP0470,2023-Q2,3.5,55,2.8,34,3
REV03317,EMP0470,2023-Q3,3.2,90,3.2,8,3
REV03318,EMP0470,2023-Q4,2.5,94,2.7,38,1
REV03319,EMP0470,2024-Q1,4.0,77,3.7,32,2
REV03320,EMP0470,2024-Q2,4.8,81,3.5,27,1
REV03321,EMP0470,2024-Q3,3.3,88,2.7,35,6
REV03322,EMP0470,2024-Q4,2.6,55,2.6,40,3
REV03323,EMP0471,2023-Q1,2.1,69,4.0,7,5
REV03324,EMP0471,2023-Q2,3.4,74,2.8,36,2
REV03325,EMP0471,2023-Q3,4.0,60,3.1,9,0
REV03326,EMP0471,2023-Q4,3.5,72,3.2,3,0
REV03327,EMP0471,2024-Q1,3.2,95,3.1,21,1
REV03328,EMP0471,2024-Q2,2.8,71,2.6,38,5
REV03329,EMP0471,2024-Q3,1.9,92,3.0,4,3
REV03330,EMP0471,2024-Q4,3.2,72,3.3,20,1
REV03331,EMP0472,2023-Q1,3.8,98,4.1,19,0
REV03332,EMP0472,2023-Q2,2.1,50,2.8,23,2
REV03333,EMP0472,2023-Q3,4.3,81,4.3,4,5
REV03334,EMP0472,2023-Q4,3.6,79,4.0,38,5
REV03335,EMP0472,2024-Q1,4.2,89,3.2,33,2
REV03336,EMP0472,2024-Q2,2.3,77,3.5,18,4
REV03337,EMP0472,2024-Q3,2.2,86,5.0,38,1
REV03338,EMP0472,2024-Q4,3.1,53,2.6,6,4
REV03339,EMP0473,2024-Q2,3.6,90,4.3,21,3
REV03340,EMP0473,2024-Q3,3.9,92,4.8,13,2
REV03341,EMP0473,2024-Q4,3.2,82,3.2,9,6
REV03342,EMP0474,2023-Q1,3.0,61,3.6,5,3
REV03343,EMP0474,2023-Q2,2.5,59,3.5,8,6
REV03344,EMP0474,2023-Q3,4.1,91,3.4,23,0
REV03345,EMP0474,2023-Q4,2.5,66,3.5,0,3
REV03346,EMP0474,2024-Q1,4.3,51,4.2,5,2
REV03347,EMP0474,2024-Q2,3.0,91,4.8,7,6
REV03348,EMP0474,2024-Q3,4.3,64,2.5,24,4
REV03349,EMP0474,2024-Q4,3.7,91,4.9,26,6
REV03350,EMP0475,2024-Q4,2.7,52,4.5,32,3
REV03351,EMP0476,2023-Q1,2.8,99,4.5,0,0
REV03352,EMP0476,2023-Q2,3.0,90,5.0,26,3
REV03353,EMP0476,2023-Q3,3.5,84,4.0,17,6
REV03354,EMP0476,2023-Q4,3.3,98,2.8,8,4
REV03355,EMP0476,2024-Q1,2.8,59,2.5,26,1
REV03356,EMP0476,2024-Q2,3.1,62,3.8,7,0
REV03357,EMP0476,2024-Q3,3.3,72,4.7,10,1
REV03358,EMP0476,2024-Q4,1.7,64,2.9,9,1
REV03359,EMP0477,2023-Q1,3.5,61,3.9,18,0
REV03360,EMP0477,2023-Q2,2.5,84,3.2,20,6
REV03361,EMP0477,2023-Q3,2.4,59,3.8,22,4
REV03362,EMP0477,2023-Q4,2.0,87,4.0,2,0
REV03363,EMP0477,2024-Q1,1.9,67,2.7,35,2
REV03364,EMP0477,2024-Q2,2.3,78,4.0,7,1
REV03365,EMP0477,2024-Q3,2.7,73,4.7,6,5
REV03366,EMP0477,2024-Q4,4.6,57,4.8,22,5
REV03367,EMP0478,2023-Q3,2.8,51,4.6,20,1
REV03368,EMP0478,2023-Q4,3.3,70,4.9,28,1
REV03369,EMP0478,2024-Q1,3.5,60,4.4,33,4
REV03370,EMP0478,2024-Q2,3.3,58,4.8,0,6
REV03371,EMP0478,2024-Q3,3.1,77,3.2,40,5
REV03372,EMP0478,2024-Q4,2.4,92,3.4,31,4
REV03373,EMP0479,2023-Q1,4.2,52,4.0,29,4
REV03374,EMP0479,2023-Q2,4.5,65,2.6,34,0
REV03375,EMP0479,2023-Q3,2.0,54,2.6,19,0
REV03376,EMP0479,2023-Q4,2.5,89,3.2,21,1
REV03377,EMP0479,2024-Q1,3.0,69,2.7,21,6
REV03378,EMP0479,2024-Q2,2.5,98,2.8,32,6
REV03379,EMP0479,2024-Q3,3.6,56,4.8,16,2
REV03380,EMP0479,2024-Q4,2.7,80,3.9,29,2
REV03381,EMP0480,2023-Q1,4.7,96,4.7,8,4
REV03382,EMP0480,2023-Q2,4.0,52,2.9,32,5
REV03383,EMP0480,2023-Q3,3.3,85,4.8,14,0
REV03384,EMP0480,2023-Q4,3.9,74,3.1,22,3
REV03385,EMP0480,2024-Q1,4.0,85,4.1,1,5
REV03386,EMP0480,2024-Q2,2.8,64,3.7,37,6
REV03387,EMP0480,2024-Q3,2.3,59,2.7,39,5
REV03388,EMP0480,2024-Q4,2.5,78,3.1,15,6
REV03389,EMP0481,2023-Q1,3.8,96,3.5,36,0
REV03390,EMP0481,2023-Q2,3.3,70,4.5,35,2
REV03391,EMP0481,2023-Q3,2.1,72,4.8,23,4
REV03392,EMP0481,2023-Q4,2.6,86,3.3,1,4
REV03393,EMP0481,2024-Q1,3.1,98,3.2,36,5
REV03394,EMP0481,2024-Q2,3.1,50,4.6,38,3
REV03395,EMP0481,2024-Q3,4.6,86,4.1,19,2
REV03396,EMP0481,2024-Q4,2.2,59,3.8,34,3
REV03397,EMP0482,2023-Q1,3.6,50,3.4,3,3
REV03398,EMP0482,2023-Q2,4.2,71,3.6,15,1
REV03399,EMP0482,2023-Q3,4.8,78,4.4,23,3
REV03400,EMP0482,2023-Q4,2.9,52,2.7,20,1
REV03401,EMP0482,2024-Q1,3.5,78,3.5,14,3
REV03402,EMP0482,2024-Q2,3.6,92,3.9,19,4
REV03403,EMP0482,2024-Q3,3.3,85,2.6,22,1
REV03404,EMP0482,2024-Q4,3.1,90,2.6,17,1
REV03405,EMP0483,2023-Q1,3.5,80,4.3,39,4
REV03406,EMP0483,2023-Q2,1.4,60,4.1,25,2
REV03407,EMP0483,2023-Q3,3.7,67,3.3,31,6
REV03408,EMP0483,2023-Q4,3.3,61,3.3,0,4
REV03409,EMP0483,2024-Q1,3.0,68,4.2,15,5
REV03410,EMP0483,2024-Q2,4.6,59,4.8,11,1
REV03411,EMP0483,2024-Q3,2.7,69,3.8,2,2
REV03412,EMP0483,2024-Q4,2.9,55,3.6,8,2
REV03413,EMP0484,2023-Q1,4.6,57,4.3,21,1
REV03414,EMP0484,2023-Q2,2.6,75,4.0,20,4
REV03415,EMP0484,2023-Q3,2.8,71,3.3,18,6
REV03416,EMP0484,2023-Q4,3.1,87,4.8,24,1
REV03417,EMP0484,2024-Q1,3.8,81,3.9,24,0
REV03418,EMP0484,2024-Q2,3.3,60,3.2,23,3
REV03419,EMP0484,2024-Q3,2.0,98,3.0,9,4
REV03420,EMP0484,2024-Q4,2.1,93,4.0,22,1
REV03421,EMP0485,2023-Q1,2.8,64,4.6,20,5
REV03422,EMP0485,2023-Q2,3.1,84,4.8,8,4
REV03423,EMP0485,2023-Q3,3.5,74,3.1,17,0
REV03424,EMP0485,2023-Q4,3.5,58,4.0,25,1
REV03425,EMP0485,2024-Q1,2.0,94,4.0,5,3
REV03426,EMP0485,2024-Q2,3.9,60,2.7,18,1
REV03427,EMP0485,2024-Q3,3.4,88,2.8,8,0
REV03428,EMP0485,2024-Q4,4.2,69,2.7,29,4
REV03429,EMP0486,2023-Q1,3.5,99,2.9,7,2
REV03430,EMP0486,2023-Q2,4.0,93,3.1,11,3
REV03431,EMP0486,2023-Q3,3.5,74,4.0,30,6
REV03432,EMP0486,2023-Q4,4.1,50,3.5,8,6
REV03433,EMP0486,2024-Q1,3.6,72,4.4,13,0
REV03434,EMP0486,2024-Q2,3.1,64,4.0,32,0
REV03435,EMP0486,2024-Q3,4.3,99,4.8,22,0
REV03436,EMP0486,2024-Q4,3.4,52,3.5,37,0
REV03437,EMP0487,2023-Q1,3.6,56,3.9,15,1
REV03438,EMP0487,2023-Q2,2.3,73,4.0,31,4
REV03439,EMP0487,2023-Q3,2.3,81,2.7,3,0
REV03440,EMP0487,2023-Q4,3.4,53,4.1,11,5
REV03441,EMP0487,2024-Q1,3.3,87,4.1,27,0
REV03442,EMP0487,2024-Q2,2.8,74,2.9,21,3
REV03443,EMP0487,2024-Q3,3.3,95,4.3,17,5
REV03444,EMP0487,2024-Q4,4.3,81,2.7,23,2
REV03445,EMP0488,2023-Q3,3.7,88,3.3,28,4
REV03446,EMP0488,2023-Q4,2.4,89,4.5,9,1
REV03447,EMP0488,2024-Q1,3.1,50,3.2,22,5
REV03448,EMP0488,2024-Q2,2.6,63,2.8,14,0
REV03449,EMP0488,2024-Q3,2.9,74,4.1,29,3
REV03450,EMP0488,2024-Q4,2.9,100,3.8,4,2
REV03451,EMP0489,2023-Q1,2.9,71,3.4,28,5
REV03452,EMP0489,2023-Q2,2.3,68,4.6,28,0
REV03453,EMP0489,2023-Q3,3.1,100,4.4,39,2
REV03454,EMP0489,2023-Q4,2.8,98,3.4,39,5
REV03455,EMP0489,2024-Q1,1.1,56,4.8,28,3
REV03456,EMP0489,2024-Q2,4.6,77,4.9,27,2
REV03457,EMP0489,2024-Q3,4.0,53,3.4,30,5
REV03458,EMP0489,2024-Q4,2.9,98,3.5,8,0
REV03459,EMP0490,2023-Q1,3.2,100,3.9,35,0
REV03460,EMP0490,2023-Q2,2.4,94,4.1,30,4
REV03461,EMP0490,2023-Q3,4.4,53,3.5,4,6
REV03462,EMP0490,2023-Q4,4.5,96,4.1,9,1
REV03463,EMP0490,2024-Q1,3.3,65,2.7,7,3
REV03464,EMP0490,2024-Q2,3.9,80,4.1,28,0
REV03465,EMP0490,2024-Q3,3.3,74,4.1,30,5
REV03466,EMP0490,2024-Q4,2.3,77,3.0,15,1
REV03467,EMP0491,2023-Q1,2.9,59,3.0,31,0
REV03468,EMP0491,2023-Q2,3.3,84,3.4,9,0
REV03469,EMP0491,2023-Q3,2.9,58,3.4,40,4
REV03470,EMP0491,2023-Q4,3.0,96,3.2,32,2
REV03471,EMP0491,2024-Q1,3.1,76,3.1,31,0
REV03472,EMP0491,2024-Q2,3.1,55,3.2,9,4
REV03473,EMP0491,2024-Q3,2.8,51,2.6,15,3
REV03474,EMP0491,2024-Q4,1.7,99,4.8,36,6
REV03475,EMP0492,2023-Q1,2.7,84,3.9,9,6
REV03476,EMP0492,2023-Q2,2.3,65,4.3,4,1
REV03477,EMP0492,2023-Q3,3.9,59,3.1,22,4
REV03478,EMP0492,2023-Q4,1.7,92,4.1,24,3
REV03479,EMP0492,2024-Q1,4.0,89,3.0,30,6
REV03480,EMP0492,2024-Q2,4.2,84,4.3,6,3
REV03481,EMP0492,2024-Q3,3.0,92,3.9,31,3
REV03482,EMP0492,2024-Q4,1.4,71,3.9,21,1
REV03483,EMP0493,2023-Q1,2.9,83,2.8,6,0
REV03484,EMP0493,2023-Q2,3.2,99,3.2,1,6
REV03485,EMP0493,2023-Q3,2.5,74,4.5,10,5
REV03486,EMP0493,2023-Q4,2.8,77,3.5,11,3
REV03487,EMP0493,2024-Q1,4.3,78,4.7,14,6
REV03488,EMP0493,2024-Q2,3.7,73,2.7,9,3
REV03489,EMP0493,2024-Q3,2.2,67,3.3,22,1
REV03490,EMP0493,2024-Q4,1.3,65,3.7,23,5
REV03491,EMP0494,2023-Q1,3.0,75,3.3,24,4
REV03492,EMP0494,2023-Q2,3.1,80,4.9,16,4
REV03493,EMP0494,2023-Q3,3.5,78,3.8,37,3
REV03494,EMP0494,2023-Q4,2.8,60,2.9,36,2
REV03495,EMP0494,2024-Q1,3.6,95,3.4,7,0
REV03496,EMP0494,2024-Q2,4.6,69,3.5,8,2
REV03497,EMP0494,2024-Q3,3.5,76,3.9,36,3
REV03498,EMP0494,2024-Q4,2.7,84,4.8,7,1
REV03499,EMP0495,2023-Q1,3.1,93,2.6,26,6
REV03500,EMP0495,2023-Q2,3.0,58,4.4,26,5
REV03501,EMP0495,2023-Q3,4.0,81,2.9,14,5
REV03502,EMP0495,2023-Q4,2.8,70,4.3,39,3
REV03503,EMP0495,2024-Q1,3.2,87,4.4,16,5
REV03504,EMP0495,2024-Q2,3.2,67,4.7,4,1
REV03505,EMP0495,2024-Q3,2.8,86,2.8,27,6
REV03506,EMP0495,2024-Q4,2.2,100,4.1,0,1
REV03507,EMP0496,2023-Q1,3.4,59,4.5,18,3
REV03508,EMP0496,2023-Q2,3.2,79,3.9,0,2
REV03509,EMP0496,2023-Q3,3.6,72,4.9,36,3
REV03510,EMP0496,2023-Q4,2.8,58,3.4,33,2
REV03511,EMP0496,2024-Q1,4.1,94,4.1,29,0
REV03512,EMP0496,2024-Q2,2.6,63,3.1,39,4
REV03513,EMP0496,2024-Q3,4.4,58,2.7,28,4
REV03514,EMP0496,2024-Q4,2.0,93,4.6,9,6
REV03515,EMP0497,2023-Q1,3.5,65,3.0,9,5
REV03516,EMP0497,2023-Q2,3.5,53,4.8,17,2
REV03517,EMP0497,2023-Q3,2.6,54,4.3,25,3
REV03518,EMP0497,2023-Q4,3.5,75,4.4,28,0
REV03519,EMP0497,2024-Q1,4.1,75,3.0,40,1
REV03520,EMP0497,2024-Q2,1.6,92,2.9,33,3
REV03521,EMP0497,2024-Q3,3.6,62,2.5,4,1
REV03522,EMP0497,2024-Q4,1.5,100,4.6,1,6
REV03523,EMP0498,2023-Q1,2.5,53,4.7,33,2
REV03524,EMP0498,2023-Q2,4.3,82,4.8,8,3
REV03525,EMP0498,2023-Q3,2.8,66,4.4,34,1
REV03526,EMP0498,2023-Q4,2.4,63,5.0,13,3
REV03527,EMP0498,2024-Q1,3.1,78,4.2,24,0
REV03528,EMP0498,2024-Q2,4.6,100,3.8,34,4
REV03529,EMP0498,2024-Q3,1.9,75,3.7,40,0
REV03530,EMP0498,2024-Q4,2.5,94,3.0,0,6
REV03531,EMP0499,2023-Q1,4.2,71,4.1,16,4
REV03532,EMP0499,2023-Q2,4.5,68,4.7,38,1
REV03533,EMP0499,2023-Q3,3.1,51,3.9,23,3
REV03534,EMP0499,2023-Q4,2.3,67,3.9,3,0
REV03535,EMP0499,2024-Q1,4.7,62,2.9,39,2
REV03536,EMP0499,2024-Q2,4.3,98,4.7,36,1
REV03537,EMP0499,2024-Q3,3.7,73,2.6,0,0
REV03538,EMP0499,2024-Q4,2.6,56,4.7,18,3
REV03539,EMP0500,2024-Q1,3.2,57,3.7,33,5
REV03540,EMP0500,2024-Q2,3.1,94,4.7,3,4
REV03541,EMP0500,2024-Q3,3.4,53,3.0,33,5
REV03542,EMP0500,2024-Q4,4.2,82,3.9,2,2
REV03543,EMP0501,2023-Q1,3.8,66,4.1,3,2
