Training_ID,Employee_ID,Course_Name,Provider,Completion_Date,Duration_Hrs,Score_Pct,Certified
TRN01527,EMP0492,Leadership 101,Coursera,2023-12-13,8,66,Yes
TRN01528,EMP0492,Design Thinking,Coursera,2025-10-03,12,67,No
TRN01529,EMP0493,Power BI,LinkedIn Learning,2024-05-11,16,69,No
TRN01530,EMP0493,Agile & Scrum,Pluralsight,2024-04-01,4,81,Yes
TRN01531,EMP0494,Communication Skills,LinkedIn Learning,2024-06-30,20,91,No
TRN01532,EMP0494,Excel Advanced,Coursera,2025-10-29,4,74,No
TRN01533,EMP0494,Cloud AWS,Pluralsight,2024-06-20,12,92,Yes
TRN01534,EMP0495,DevOps CI/CD,LinkedIn Learning,2024-10-27,20,71,No
TRN01535,EMP0496,Leadership 101,Pluralsight,2025-08-22,40,77,Yes
TRN01536,EMP0496,Cybersecurity Basics,Udemy,2023-12-17,16,65,Yes
TRN01537,EMP0496,Project Management,Coursera,2024-01-20,20,86,No
TRN01538,EMP0496,Agile & Scrum,Pluralsight,2024-11-26,8,90,No
TRN01539,EMP0497,SQL Mastery,Internal L&D,2025-09-22,40,68,Yes
TRN01540,EMP0497,Data Visualization,Pluralsight,2025-09-22,40,82,Yes
TRN01541,EMP0497,Agile & Scrum,Internal L&D,2025-05-14,20,97,Yes
TRN01542,EMP0498,Cybersecurity Basics,LinkedIn Learning,2025-06-24,20,81,No
TRN01543,EMP0498,ML Fundamentals,LinkedIn Learning,2023-09-14,16,78,Yes
TRN01544,EMP0499,SQL Mastery,Coursera,2023-10-01,12,84,No
TRN01545,EMP0499,Design Thinking,LinkedIn Learning,2023-06-03,8,84,Yes
TRN01546,EMP0500,ML Fundamentals,Coursera,2025-06-19,24,60,Yes
TRN01547,EMP0501,Agile & Scrum,LinkedIn Learning,2023-12-12,20,80,Yes
TRN01548,EMP0501,Leadership 101,Udemy,2023-10-05,16,82,No
TRN01549,EMP0501,DevOps CI/CD,Coursera,2024-05-18,24,63,No
TRN01550,EMP0501,Power BI,Udemy,2026-02-24,16,65,No
TRN01551,EMP0502,Cloud AWS,Udemy,2023-06-05,4,89,No
TRN01552,EMP0502,Power BI,LinkedIn Learning,2025-10-15,24,91,No
TRN01553,EMP0502,Data Visualization,LinkedIn Learning,2023-12-10,24,78,No
TRN01554,EMP0502,DevOps CI/CD,LinkedIn Learning,2023-10-28,20,73,Yes
TRN01555,EMP0502,Cybersecurity Basics,Internal L&D,2024-08-18,8,71,No
TRN01556,EMP0503,React JS,Udemy,2025-09-09,8,62,No
TRN01557,EMP0503,Design Thinking,Internal L&D,2025-03-29,16,92,No
TRN01558,EMP0504,React JS,Udemy,2025-02-23,4,89,No
TRN01559,EMP0504,Python for Data,Internal L&D,2025-08-26,4,84,No
TRN01560,EMP0504,Project Management,Coursera,2026-02-24,12,69,No
TRN01561,EMP0504,DevOps CI/CD,Coursera,2023-07-11,16,92,No
TRN01562,EMP0505,Data Visualization,Udemy,2024-01-09,16,76,No
TRN01563,EMP0505,React JS,LinkedIn Learning,2023-11-11,24,76,Yes
TRN01564,EMP0505,Cybersecurity Basics,Udemy,2024-10-14,4,76,Yes
TRN01565,EMP0506,Communication Skills,LinkedIn Learning,2025-06-08,4,60,Yes
TRN01566,EMP0506,ML Fundamentals,Coursera,2024-02-18,4,92,No
TRN01567,EMP0506,Cloud AWS,Coursera,2025-06-07,24,73,Yes
TRN01568,EMP0506,React JS,Pluralsight,2024-06-20,24,97,Yes
TRN01569,EMP0506,Agile & Scrum,Internal L&D,2023-09-19,20,66,Yes
TRN01570,EMP0507,React JS,Internal L&D,2023-12-25,4,86,No
TRN01571,EMP0507,DevOps CI/CD,Coursera,2023-10-22,40,93,Yes
TRN01572,EMP0507,SQL Mastery,Internal L&D,2025-04-16,16,86,Yes
TRN01573,EMP0507,Excel Advanced,Coursera,2026-02-16,4,93,No
TRN01574,EMP0507,ML Fundamentals,Internal L&D,2025-01-19,24,68,Yes
TRN01575,EMP0508,Leadership 101,LinkedIn Learning,2023-12-25,24,93,Yes
TRN01576,EMP0508,Cloud AWS,Udemy,2026-02-14,4,85,No
TRN01577,EMP0508,Excel Advanced,LinkedIn Learning,2023-09-17,16,91,Yes
TRN01578,EMP0508,SQL Mastery,Coursera,2024-06-01,4,99,No
TRN01579,EMP0509,Excel Advanced,Udemy,2025-02-01,8,91,No
TRN01580,EMP0509,Agile & Scrum,Udemy,2025-03-11,12,99,Yes
TRN01581,EMP0509,SQL Mastery,Internal L&D,2025-08-19,24,83,Yes
TRN01582,EMP0510,React JS,Pluralsight,2023-12-23,12,87,No
TRN01583,EMP0511,SQL Mastery,Pluralsight,2023-11-16,16,70,No
TRN01584,EMP0511,Communication Skills,Coursera,2025-02-09,12,94,Yes
TRN01585,EMP0511,Agile & Scrum,Internal L&D,2024-03-23,20,65,Yes
TRN01586,EMP0512,SQL Mastery,LinkedIn Learning,2023-05-24,8,72,No
TRN01587,EMP0512,Agile & Scrum,Internal L&D,2023-05-01,24,90,No
TRN01588,EMP0512,Design Thinking,Pluralsight,2025-08-04,40,100,No
TRN01589,EMP0513,Project Management,LinkedIn Learning,2025-08-29,24,80,No
TRN01590,EMP0513,Cloud AWS,LinkedIn Learning,2024-01-22,4,92,No
TRN01591,EMP0513,Power BI,Udemy,2024-04-02,4,68,No
TRN01592,EMP0514,ML Fundamentals,Internal L&D,2024-10-29,40,62,No
TRN01593,EMP0514,DevOps CI/CD,Coursera,2024-06-25,40,64,No
TRN01594,EMP0514,Project Management,Coursera,2024-06-04,12,84,No
TRN01595,EMP0515,ML Fundamentals,Internal L&D,2025-01-26,24,86,No
TRN01596,EMP0516,ML Fundamentals,LinkedIn Learning,2024-11-26,16,91,Yes
TRN01597,EMP0516,Project Management,Udemy,2024-12-26,4,70,No
TRN01598,EMP0517,Power BI,Pluralsight,2024-08-27,12,65,Yes
TRN01599,EMP0517,Design Thinking,Internal L&D,2025-04-29,40,89,Yes
TRN01600,EMP0518,Cybersecurity Basics,Internal L&D,2025-04-25,16,70,Yes
TRN01601,EMP0518,DevOps CI/CD,Internal L&D,2026-01-21,24,63,Yes
TRN01602,EMP0518,Excel Advanced,Pluralsight,2024-07-26,8,84,No
TRN01603,EMP0518,Project Management,Internal L&D,2025-10-22,12,79,Yes
TRN01604,EMP0518,Communication Skills,Coursera,2024-09-02,8,97,No
TRN01605,EMP0519,Cybersecurity Basics,Coursera,2026-03-05,8,63,Yes
TRN01606,EMP0520,Power BI,Coursera,2024-08-20,12,92,Yes
TRN01607,EMP0520,Cloud AWS,Internal L&D,2023-11-24,16,72,Yes
TRN01608,EMP0521,Agile & Scrum,Coursera,2023-04-28,16,85,No
TRN01609,EMP0522,DevOps CI/CD,LinkedIn Learning,2023-10-20,40,92,No
TRN01610,EMP0522,Communication Skills,Internal L&D,2026-02-10,40,92,No
TRN01611,EMP0522,Cybersecurity Basics,Pluralsight,2025-11-17,20,95,No
TRN01612,EMP0523,React JS,Internal L&D,2025-04-03,16,97,No
TRN01613,EMP0523,ML Fundamentals,Coursera,2023-10-25,12,98,Yes
TRN01614,EMP0523,Power BI,Internal L&D,2024-11-27,16,64,Yes
TRN01615,EMP0524,Excel Advanced,Pluralsight,2025-03-31,4,61,Yes
TRN01616,EMP0524,Cybersecurity Basics,Udemy,2026-01-10,24,93,No
TRN01617,EMP0524,Leadership 101,Internal L&D,2026-03-06,40,87,No
TRN01618,EMP0524,Agile & Scrum,Udemy,2023-05-12,4,74,Yes
TRN01619,EMP0525,Design Thinking,Udemy,2023-07-16,12,68,No
TRN01620,EMP0525,Data Visualization,Coursera,2023-10-20,12,70,Yes
TRN01621,EMP0525,Python for Data,Internal L&D,2025-07-17,12,66,Yes
TRN01622,EMP0525,Power BI,Udemy,2025-02-24,8,96,No
TRN01623,EMP0526,Data Visualization,Pluralsight,2025-08-08,40,64,Yes
TRN01624,EMP0526,Project Management,Pluralsight,2024-10-10,40,100,Yes
TRN01625,EMP0526,Communication Skills,Pluralsight,2025-12-09,4,79,No
TRN01626,EMP0526,Python for Data,Udemy,2026-03-09,16,94,No
TRN01627,EMP0526,Agile & Scrum,Internal L&D,2023-08-27,8,96,No
TRN01628,EMP0527,Project Management,Udemy,2025-02-20,12,100,No
TRN01629,EMP0527,Communication Skills,Internal L&D,2023-08-23,12,74,Yes
TRN01630,EMP0527,Leadership 101,LinkedIn Learning,2024-05-14,24,92,Yes
TRN01631,EMP0527,SQL Mastery,LinkedIn Learning,2025-04-17,8,64,Yes
TRN01632,EMP0528,Python for Data,Pluralsight,2025-02-13,20,62,No
TRN01633,EMP0529,Design Thinking,Coursera,2024-03-30,12,66,No
TRN01634,EMP0530,Agile & Scrum,Internal L&D,2024-09-02,8,75,No
TRN01635,EMP0531,Agile & Scrum,Udemy,2024-12-08,40,100,Yes
TRN01636,EMP0531,SQL Mastery,LinkedIn Learning,2023-08-12,12,100,No
TRN01637,EMP0532,Design Thinking,Pluralsight,2025-12-18,40,85,Yes
TRN01638,EMP0533,Design Thinking,Internal L&D,2025-11-21,20,78,Yes
TRN01639,EMP0534,Leadership 101,Udemy,2026-01-15,12,94,Yes
TRN01640,EMP0534,SQL Mastery,Coursera,2025-03-03,4,90,No
TRN01641,EMP0534,Python for Data,Coursera,2026-01-04,24,96,No
TRN01642,EMP0534,React JS,Udemy,2023-09-17,8,69,No
TRN01643,EMP0534,Project Management,Coursera,2024-10-19,20,84,Yes
TRN01644,EMP0535,DevOps CI/CD,LinkedIn Learning,2023-10-11,20,85,No
TRN01645,EMP0535,Communication Skills,Udemy,2025-12-16,4,77,No
TRN01646,EMP0535,Cybersecurity Basics,Internal L&D,2023-07-20,16,80,No
TRN01647,EMP0535,Power BI,Pluralsight,2025-09-14,8,73,No
TRN01648,EMP0535,Design Thinking,Pluralsight,2025-05-06,24,88,No
TRN01649,EMP0536,Power BI,Internal L&D,2023-12-13,8,64,Yes
TRN01650,EMP0537,Design Thinking,Coursera,2026-01-02,24,60,Yes
TRN01651,EMP0537,SQL Mastery,Udemy,2024-03-21,24,88,No
TRN01652,EMP0537,Project Management,Udemy,2024-10-23,12,81,Yes
TRN01653,EMP0537,Communication Skills,Internal L&D,2026-02-04,40,78,Yes
TRN01654,EMP0537,DevOps CI/CD,Coursera,2023-04-27,8,98,No
TRN01655,EMP0538,Power BI,Internal L&D,2025-03-03,40,96,No
TRN01656,EMP0538,Design Thinking,Pluralsight,2023-10-02,24,94,No
TRN01657,EMP0538,Python for Data,Pluralsight,2024-12-18,20,92,No
TRN01658,EMP0538,Communication Skills,LinkedIn Learning,2024-05-06,24,71,Yes
TRN01659,EMP0538,Cloud AWS,Udemy,2024-01-20,8,84,No
TRN01660,EMP0539,Project Management,Internal L&D,2025-04-26,12,91,No
TRN01661,EMP0539,Python for Data,LinkedIn Learning,2025-02-05,16,84,No
TRN01662,EMP0539,Power BI,Udemy,2023-04-14,20,69,No
TRN01663,EMP0539,Design Thinking,Internal L&D,2024-11-15,8,61,Yes
TRN01664,EMP0539,Agile & Scrum,Udemy,2023-12-26,8,71,No
TRN01665,EMP0540,Data Visualization,Udemy,2024-03-06,16,85,No
TRN01666,EMP0540,Python for Data,Udemy,2025-05-09,24,60,No
TRN01667,EMP0540,Cloud AWS,LinkedIn Learning,2025-05-02,24,88,Yes
TRN01668,EMP0540,SQL Mastery,Coursera,2024-11-12,40,96,Yes
TRN01669,EMP0541,Communication Skills,LinkedIn Learning,2026-01-06,16,87,Yes
TRN01670,EMP0541,Leadership 101,Udemy,2024-02-11,40,92,Yes
TRN01671,EMP0541,React JS,Internal L&D,2023-08-27,4,63,Yes
TRN01672,EMP0541,Power BI,LinkedIn Learning,2025-01-12,20,93,No
TRN01673,EMP0542,SQL Mastery,Pluralsight,2024-08-08,20,98,No
TRN01674,EMP0542,Power BI,Pluralsight,2025-12-10,20,75,Yes
TRN01675,EMP0542,Project Management,Pluralsight,2024-05-25,8,92,Yes
TRN01676,EMP0543,ML Fundamentals,Internal L&D,2026-02-18,8,95,No
TRN01677,EMP0543,Project Management,Pluralsight,2026-03-25,8,82,Yes
TRN01678,EMP0544,Agile & Scrum,Pluralsight,2023-11-01,16,82,Yes
TRN01679,EMP0544,ML Fundamentals,Udemy,2024-08-28,12,62,No
TRN01680,EMP0544,Cybersecurity Basics,Pluralsight,2024-07-31,16,94,No
TRN01681,EMP0544,Communication Skills,Udemy,2025-04-12,8,67,Yes
TRN01682,EMP0545,ML Fundamentals,Coursera,2024-05-13,8,78,Yes
TRN01683,EMP0545,Cloud AWS,Pluralsight,2025-03-24,4,94,No
TRN01684,EMP0545,Excel Advanced,Internal L&D,2024-02-15,24,69,No
TRN01685,EMP0545,Communication Skills,Internal L&D,2024-04-19,20,65,Yes
TRN01686,EMP0546,Communication Skills,Internal L&D,2025-07-30,16,74,No
TRN01687,EMP0546,Project Management,Coursera,2023-08-22,20,62,No
TRN01688,EMP0546,React JS,Pluralsight,2025-09-18,12,87,Yes
TRN01689,EMP0546,Cybersecurity Basics,Udemy,2023-06-12,12,73,No
TRN01690,EMP0547,Python for Data,Udemy,2024-09-11,8,84,Yes
TRN01691,EMP0547,Power BI,Coursera,2024-07-31,8,69,No
TRN01692,EMP0547,Communication Skills,Pluralsight,2025-11-28,16,72,No
TRN01693,EMP0548,SQL Mastery,LinkedIn Learning,2023-11-19,20,94,No
TRN01694,EMP0548,ML Fundamentals,Internal L&D,2023-09-19,8,69,No
TRN01695,EMP0548,React JS,Coursera,2025-07-03,8,83,No
TRN01696,EMP0549,Cloud AWS,Internal L&D,2024-05-27,20,95,No
TRN01697,EMP0549,Project Management,Internal L&D,2024-02-01,40,85,No
TRN01698,EMP0550,Python for Data,Internal L&D,2024-01-17,20,79,Yes
TRN01699,EMP0551,Power BI,Coursera,2023-05-31,20,99,No
TRN01700,EMP0551,Cybersecurity Basics,Internal L&D,2024-02-29,40,77,No
TRN01701,EMP0551,React JS,Coursera,2025-02-03,4,77,Yes
TRN01702,EMP0551,Data Visualization,LinkedIn Learning,2026-01-30,40,89,Yes
TRN01703,EMP0551,ML Fundamentals,LinkedIn Learning,2025-12-29,12,77,Yes
TRN01704,EMP0552,Design Thinking,Internal L&D,2024-11-27,20,96,No
TRN01705,EMP0552,Data Visualization,Coursera,2023-08-09,16,91,No
TRN01706,EMP0552,Agile & Scrum,Internal L&D,2024-01-22,8,70,Yes
TRN01707,EMP0553,Cloud AWS,Coursera,2025-01-28,8,75,Yes
TRN01708,EMP0553,React JS,Coursera,2024-02-02,16,60,Yes
TRN01709,EMP0553,Communication Skills,Internal L&D,2025-04-19,24,63,No
TRN01710,EMP0553,Cybersecurity Basics,Internal L&D,2025-11-24,40,87,Yes
TRN01711,EMP0554,Cybersecurity Basics,LinkedIn Learning,2024-08-10,40,95,No
TRN01712,EMP0554,Python for Data,Pluralsight,2023-04-26,4,87,Yes
TRN01713,EMP0554,Data Visualization,Udemy,2023-06-21,16,81,Yes
TRN01714,EMP0554,SQL Mastery,Coursera,2023-05-27,16,99,Yes
TRN01715,EMP0554,Cloud AWS,LinkedIn Learning,2025-04-24,20,82,Yes
TRN01716,EMP0555,DevOps CI/CD,LinkedIn Learning,2025-01-17,12,87,No
TRN01717,EMP0555,Power BI,Udemy,2024-06-13,8,68,Yes
TRN01718,EMP0555,Leadership 101,LinkedIn Learning,2024-12-29,12,65,Yes
TRN01719,EMP0555,Design Thinking,Pluralsight,2025-05-10,24,65,No
TRN01720,EMP0555,Cloud AWS,Internal L&D,2024-05-17,8,63,Yes
TRN01721,EMP0556,SQL Mastery,Pluralsight,2023-06-30,16,60,No
TRN01722,EMP0556,Data Visualization,Internal L&D,2025-05-01,24,64,Yes
TRN01723,EMP0556,Communication Skills,Internal L&D,2024-06-06,16,67,Yes
TRN01724,EMP0556,Excel Advanced,Udemy,2026-03-03,40,91,No
TRN01725,EMP0556,React JS,Coursera,2026-01-29,24,67,Yes
TRN01726,EMP0557,React JS,Internal L&D,2024-07-18,40,93,Yes
TRN01727,EMP0557,Agile & Scrum,Coursera,2024-10-21,12,68,No
TRN01728,EMP0557,Python for Data,Pluralsight,2025-06-26,8,92,Yes
TRN01729,EMP0557,Power BI,Coursera,2024-04-23,20,78,Yes
TRN01730,EMP0558,Leadership 101,LinkedIn Learning,2023-07-11,12,84,Yes
TRN01731,EMP0558,SQL Mastery,Pluralsight,2024-04-28,24,66,Yes
TRN01732,EMP0558,ML Fundamentals,Udemy,2025-07-20,4,76,No
TRN01733,EMP0559,Excel Advanced,Pluralsight,2023-08-23,20,77,No
TRN01734,EMP0559,Communication Skills,Coursera,2024-08-13,20,87,No
TRN01735,EMP0559,Data Visualization,LinkedIn Learning,2025-11-01,4,99,Yes
TRN01736,EMP0559,Cloud AWS,Internal L&D,2023-07-20,24,83,No
TRN01737,EMP0559,DevOps CI/CD,Pluralsight,2025-10-28,12,93,No
TRN01738,EMP0560,Data Visualization,Internal L&D,2025-05-24,8,74,Yes
TRN01739,EMP0561,React JS,LinkedIn Learning,2025-06-17,4,97,No
TRN01740,EMP0562,Power BI,LinkedIn Learning,2023-04-27,40,66,Yes
TRN01741,EMP0562,Communication Skills,Udemy,2025-02-19,4,86,No
TRN01742,EMP0562,SQL Mastery,LinkedIn Learning,2025-05-15,16,63,No
TRN01743,EMP0563,Data Visualization,Pluralsight,2023-05-18,40,92,No
TRN01744,EMP0564,Cybersecurity Basics,LinkedIn Learning,2025-12-23,20,96,Yes
TRN01745,EMP0564,Project Management,Internal L&D,2024-08-27,20,66,No
TRN01746,EMP0564,Communication Skills,Internal L&D,2024-10-02,8,89,Yes
TRN01747,EMP0565,React JS,LinkedIn Learning,2024-02-12,4,96,No
TRN01748,EMP0565,Excel Advanced,Coursera,2023-12-17,4,68,No
TRN01749,EMP0565,Python for Data,Internal L&D,2024-10-14,16,64,No
TRN01750,EMP0565,Cybersecurity Basics,Udemy,2024-09-01,24,74,Yes
TRN01751,EMP0565,Agile & Scrum,Coursera,2023-10-29,4,100,Yes
TRN01752,EMP0566,Communication Skills,Internal L&D,2024-01-04,8,91,No
TRN01753,EMP0566,Power BI,Udemy,2023-11-15,40,74,Yes
TRN01754,EMP0567,Excel Advanced,Pluralsight,2024-08-16,4,76,No
TRN01755,EMP0568,Agile & Scrum,Pluralsight,2023-05-02,8,79,No
TRN01756,EMP0568,Project Management,Udemy,2024-05-11,24,71,No
TRN01757,EMP0569,Power BI,LinkedIn Learning,2025-08-06,12,85,No
TRN01758,EMP0569,Leadership 101,Internal L&D,2023-06-14,24,81,Yes
TRN01759,EMP0569,Design Thinking,Coursera,2023-07-16,24,83,No
TRN01760,EMP0570,ML Fundamentals,LinkedIn Learning,2025-11-21,40,83,Yes
TRN01761,EMP0570,SQL Mastery,Coursera,2025-01-08,12,74,No
TRN01762,EMP0571,ML Fundamentals,Coursera,2025-12-15,16,99,No
TRN01763,EMP0571,SQL Mastery,Pluralsight,2023-11-10,40,78,Yes
TRN01764,EMP0571,DevOps CI/CD,LinkedIn Learning,2023-11-25,12,77,No
TRN01765,EMP0571,Power BI,Internal L&D,2023-10-12,20,98,No
TRN01766,EMP0572,SQL Mastery,Coursera,2023-04-13,40,86,No
TRN01767,EMP0572,Project Management,Internal L&D,2024-01-20,16,85,No
TRN01768,EMP0572,DevOps CI/CD,Pluralsight,2025-04-16,12,80,No
TRN01769,EMP0573,Design Thinking,Internal L&D,2024-06-29,16,91,No
TRN01770,EMP0573,React JS,Internal L&D,2025-04-13,20,99,No
TRN01771,EMP0574,Excel Advanced,LinkedIn Learning,2024-11-02,40,68,Yes
TRN01772,EMP0574,Python for Data,Pluralsight,2023-11-01,40,87,Yes
TRN01773,EMP0574,Leadership 101,Udemy,2025-05-25,16,77,No
TRN01774,EMP0574,Power BI,Pluralsight,2023-11-12,20,85,Yes
TRN01775,EMP0574,Agile & Scrum,LinkedIn Learning,2025-06-02,8,95,Yes
TRN01776,EMP0575,Agile & Scrum,Coursera,2025-05-11,40,73,Yes
TRN01777,EMP0575,Cybersecurity Basics,Coursera,2025-04-13,4,100,Yes
TRN01778,EMP0575,Data Visualization,Coursera,2024-05-13,12,87,Yes
TRN01779,EMP0575,ML Fundamentals,Coursera,2025-10-01,4,70,No
TRN01780,EMP0576,Cloud AWS,Internal L&D,2024-05-02,16,70,Yes
TRN01781,EMP0576,Project Management,Udemy,2023-11-17,16,84,Yes
TRN01782,EMP0576,Agile & Scrum,Pluralsight,2025-07-18,20,70,Yes
TRN01783,EMP0576,DevOps CI/CD,LinkedIn Learning,2026-03-10,20,81,No
TRN01784,EMP0576,Cybersecurity Basics,Udemy,2023-12-08,8,100,No
TRN01785,EMP0577,Cloud AWS,LinkedIn Learning,2025-10-07,12,61,No
TRN01786,EMP0577,Python for Data,Udemy,2025-12-07,8,96,No
TRN01787,EMP0577,ML Fundamentals,Coursera,2025-12-28,12,86,No
TRN01788,EMP0577,Project Management,Internal L&D,2025-12-24,20,96,Yes
TRN01789,EMP0578,SQL Mastery,LinkedIn Learning,2024-09-24,8,81,Yes
TRN01790,EMP0578,ML Fundamentals,Coursera,2026-02-05,4,98,No
TRN01791,EMP0578,Agile & Scrum,LinkedIn Learning,2025-02-17,12,64,Yes
TRN01792,EMP0578,Cybersecurity Basics,LinkedIn Learning,2023-11-05,12,68,No
TRN01793,EMP0579,Cloud AWS,LinkedIn Learning,2023-04-18,4,87,Yes
TRN01794,EMP0579,ML Fundamentals,Internal L&D,2023-07-13,40,84,No
TRN01795,EMP0580,DevOps CI/CD,Udemy,2024-08-20,16,82,Yes
TRN01796,EMP0580,SQL Mastery,Coursera,2023-10-20,40,83,No
TRN01797,EMP0580,Cloud AWS,Pluralsight,2023-10-18,12,87,Yes
TRN01798,EMP0580,Design Thinking,Internal L&D,2024-12-07,4,82,No
TRN01799,EMP0580,Data Visualization,Udemy,2024-04-24,16,87,No
TRN01800,EMP0581,Cybersecurity Basics,Pluralsight,2023-10-04,8,77,Yes
TRN01801,EMP0582,ML Fundamentals,Coursera,2025-12-28,4,96,No
TRN01802,EMP0582,SQL Mastery,Internal L&D,2023-11-01,24,79,No
TRN01803,EMP0582,Python for Data,Coursera,2025-01-03,20,82,Yes
TRN01804,EMP0582,Excel Advanced,LinkedIn Learning,2025-04-10,12,94,Yes
TRN01805,EMP0583,Project Management,Coursera,2025-11-17,8,98,No
TRN01806,EMP0583,React JS,Internal L&D,2023-09-12,40,93,Yes
TRN01807,EMP0583,Agile & Scrum,Pluralsight,2024-09-13,8,93,Yes
TRN01808,EMP0583,Communication Skills,Internal L&D,2025-01-01,20,68,No
TRN01809,EMP0583,ML Fundamentals,Udemy,2024-05-10,24,61,Yes
TRN01810,EMP0584,DevOps CI/CD,Internal L&D,2024-10-21,12,81,Yes
TRN01811,EMP0584,Python for Data,Udemy,2023-05-20,24,60,No
TRN01812,EMP0584,Design Thinking,Coursera,2024-09-22,12,67,Yes
TRN01813,EMP0584,Cloud AWS,Pluralsight,2023-09-24,40,92,No
TRN01814,EMP0585,Agile & Scrum,Coursera,2024-04-03,16,100,No
TRN01815,EMP0585,Python for Data,Udemy,2024-01-15,40,89,Yes
TRN01816,EMP0586,Agile & Scrum,Internal L&D,2024-07-03,40,87,No
TRN01817,EMP0586,Design Thinking,Coursera,2024-09-23,40,73,Yes
TRN01818,EMP0587,DevOps CI/CD,Coursera,2024-09-20,16,74,No
TRN01819,EMP0587,Python for Data,Udemy,2025-02-04,40,69,Yes
TRN01820,EMP0587,Data Visualization,Internal L&D,2025-04-24,12,97,Yes
TRN01821,EMP0587,Excel Advanced,Coursera,2025-03-10,40,73,No
TRN01822,EMP0588,Design Thinking,LinkedIn Learning,2023-10-20,8,82,No
TRN01823,EMP0588,Cloud AWS,LinkedIn Learning,2024-01-28,16,63,No
TRN01824,EMP0589,Cybersecurity Basics,Coursera,2025-10-30,8,89,No
TRN01825,EMP0590,Cybersecurity Basics,LinkedIn Learning,2023-10-06,12,75,Yes
TRN01826,EMP0591,Cloud AWS,Pluralsight,2023-10-05,24,72,No
TRN01827,EMP0591,SQL Mastery,LinkedIn Learning,2025-08-12,12,63,Yes
TRN01828,EMP0591,Design Thinking,LinkedIn Learning,2024-11-16,40,71,No
TRN01829,EMP0591,React JS,Coursera,2023-07-01,16,68,Yes
TRN01830,EMP0592,Agile & Scrum,LinkedIn Learning,2024-05-27,12,89,Yes
TRN01831,EMP0592,ML Fundamentals,Pluralsight,2025-01-18,20,79,No
TRN01832,EMP0593,Excel Advanced,Internal L&D,2024-10-27,40,91,No
TRN01833,EMP0593,Leadership 101,Udemy,2024-10-11,20,88,No
TRN01834,EMP0593,React JS,LinkedIn Learning,2025-06-29,12,80,Yes
TRN01835,EMP0593,Data Visualization,Udemy,2026-02-23,40,92,No
TRN01836,EMP0593,SQL Mastery,Internal L&D,2024-05-23,20,72,No
TRN01837,EMP0594,Communication Skills,Coursera,2024-06-09,4,60,Yes
TRN01838,EMP0594,DevOps CI/CD,Udemy,2023-12-23,24,64,Yes
TRN01839,EMP0594,Data Visualization,Udemy,2026-02-25,16,82,Yes
TRN01840,EMP0594,Project Management,LinkedIn Learning,2024-04-05,4,79,No
TRN01841,EMP0595,Agile & Scrum,LinkedIn Learning,2025-10-21,12,96,Yes
TRN01842,EMP0595,React JS,Pluralsight,2025-08-23,20,72,Yes
TRN01843,EMP0595,Design Thinking,LinkedIn Learning,2024-02-08,12,78,Yes
TRN01844,EMP0595,Data Visualization,Coursera,2024-05-03,12,75,No
TRN01845,EMP0595,Cloud AWS,Udemy,2023-08-15,12,64,No
TRN01846,EMP0596,Power BI,Internal L&D,2025-08-13,40,61,No
TRN01847,EMP0596,Cloud AWS,Pluralsight,2024-02-10,24,76,No
TRN01848,EMP0597,Data Visualization,Internal L&D,2025-01-22,16,66,Yes
TRN01849,EMP0598,Python for Data,Coursera,2024-03-03,8,66,Yes
TRN01850,EMP0598,Power BI,Udemy,2025-02-26,12,66,Yes
TRN01851,EMP0598,SQL Mastery,Coursera,2025-08-08,20,92,Yes
TRN01852,EMP0598,DevOps CI/CD,Udemy,2024-05-01,8,95,No
TRN01853,EMP0598,Agile & Scrum,LinkedIn Learning,2023-10-25,12,68,Yes
TRN01854,EMP0599,React JS,Internal L&D,2023-12-23,4,78,No
TRN01855,EMP0599,Agile & Scrum,LinkedIn Learning,2024-05-25,16,66,No
TRN01856,EMP0599,Power BI,Coursera,2024-10-03,12,67,No
TRN01857,EMP0599,Leadership 101,Internal L&D,2025-09-24,16,95,Yes
TRN01858,EMP0600,Power BI,Coursera,2025-03-28,40,98,Yes
TRN01859,EMP0601,Leadership 101,Pluralsight,2024-12-07,8,72,Yes
TRN01860,EMP0601,Communication Skills,Internal L&D,2024-04-29,12,82,No
TRN01861,EMP0602,Excel Advanced,Udemy,2025-06-06,40,96,Yes
TRN01862,EMP0602,Power BI,Coursera,2023-06-16,40,81,No
TRN01863,EMP0602,Python for Data,Coursera,2025-10-23,8,71,Yes
TRN01864,EMP0602,Agile & Scrum,Pluralsight,2023-10-28,12,78,No
TRN01865,EMP0603,Leadership 101,Internal L&D,2025-09-17,24,70,No
TRN01866,EMP0603,Project Management,Coursera,2024-04-13,8,81,No
TRN01867,EMP0603,ML Fundamentals,LinkedIn Learning,2023-05-20,24,97,Yes
TRN01868,EMP0604,Excel Advanced,Pluralsight,2025-09-09,20,98,Yes
TRN01869,EMP0605,Cybersecurity Basics,Internal L&D,2026-01-14,20,85,Yes
TRN01870,EMP0605,Data Visualization,Pluralsight,2023-11-13,20,67,No
TRN01871,EMP0605,Python for Data,Pluralsight,2025-11-03,12,84,Yes
TRN01872,EMP0605,Project Management,Udemy,2024-07-29,24,65,Yes
TRN01873,EMP0605,ML Fundamentals,Coursera,2024-01-21,12,65,No
